   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time, bubble_cmp, bubble_swaps, bubble_time
 785,          1170,             387,            321,      6837,        1120,       2074,      3867,           0,       2139,        308505,             226,          54314,     307720,          387,       53165
 786,          1171,             387,            303,      6851,        1139,       2028,      3869,           0,       2115,        309291,             226,          54497,     308505,          387,       53058
 787,          1172,             387,            306,      6845,        1116,       2009,      3873,           0,       2082,        310078,             226,          54816,     309291,          387,       53274
 788,          1173,             387,            304,      6863,        1106,       2036,      3877,           0,       2104,        310866,             226,          54732,     310078,          387,       53447
 789,          1175,             388,            307,      6885,        1107,       2011,      3869,           0,       2080,        311655,             227,          54628,     310866,          388,       53405
 790,          1176,             388,            314,      6899,        1108,       2019,      3890,           0,       2081,        312445,             227,          55002,     311655,          388,       53707
 791,          1178,             389,            327,      6884,        1121,       2162,      3898,           0,       2199,        313236,             228,          55938,     312445,          389,       53764
 792,          1179,             389,            305,      6889,        1120,       2052,      3890,           0,       2083,        314028,             228,          55474,     313236,          389,       54018
 793,          1180,             389,            305,      6921,        1133,       2036,      3897,           0,       2090,        314821,             228,          55501,     314028,          389,       54007
 794,          1181,             389,            308,      6920,        1128,       2030,      3927,           0,       2095,        315615,             228,          55191,     314821,          389,       54044
 795,          1182,             389,            310,      6917,        1114,       2044,      3922,           0,       2089,        316410,             228,          56002,     315615,          389,       54045
 796,          1183,             389,            301,      6939,        1120,       2032,      3913,           0,       2085,        317206,             228,          55924,     316410,          389,       54173
 797,          1184,             389,            311,      6946,        1116,       2043,      3934,           0,       2140,        318003,             228,          55679,     317206,          389,       54570
 798,          1185,             389,            308,      6955,        1121,       2040,      3937,           0,       2108,        318801,             228,          56317,     318003,          389,       54374
 799,          1186,             389,            305,      7015,        1156,       2088,      3932,           0,       2095,        319600,             228,          56024,     318801,          389,       54528
 800,          1188,             390,            329,      7021,        1158,       2178,      3945,           0,       2229,        320400,             229,          58174,     319600,          390,       55512
 801,          1189,             390,            305,      7007,        1144,       2089,      3948,           0,       2110,        321201,             229,          56296,     320400,          390,       54863
 802,          1190,             390,            369,      6992,        1144,       2063,      3957,           0,       2113,        322003,             229,          56931,     321201,          390,       55576
 803,          1191,             390,            309,      6985,        1155,       2069,      3952,           0,       2112,        322806,             229,          57320,     322003,          390,       55773
 804,          1192,             390,            304,      7023,        1157,       2077,      3952,           0,       2115,        323610,             229,          56664,     322806,          390,       55255
 805,          1193,             390,            312,      7022,        1152,       2065,      3961,           0,       2110,        324415,             229,          57270,     323610,          390,       56129
 806,          1194,             390,            313,      7030,        1161,       2067,      3965,           0,       2121,        325221,             229,          57161,     324415,          390,       55834
 807,          1195,             390,            314,      7066,        1160,       2088,      3972,           0,       2119,        326028,             229,          57617,     325221,          390,       56324
 808,          1196,             390,            307,      7066,        1169,       2085,      3985,           0,       2132,        326836,             229,          57404,     326028,          390,       55989
 809,          1197,             390,            319,      7066,        1139,       2157,      3984,           0,       2239,        327645,             229,          59025,     326836,          390,       56366
 810,          1198,             390,            313,      7084,        1150,       2121,      3988,           0,       2313,        328455,             229,          61846,     327645,          390,       59856
 811,          1200,             391,            317,      7090,        1156,       2136,      3995,           0,       2184,        329266,             230,          59787,     328455,          391,       59135
 812,          1202,             392,            332,      7099,        1157,       2224,      4002,           0,       2286,        330078,             231,          58516,     329266,          392,       57553
 813,          1203,             392,            312,      7112,        1156,       2103,      4011,           0,       2158,        330891,             231,          58813,     330078,          392,       57658
 814,          1204,             392,            311,      7130,        1168,       2101,      4022,           0,       2155,        331705,             231,          58475,     330891,          392,       57039
 815,          1206,             393,            314,      7165,        1172,       2106,      4017,           0,       2158,        332520,             232,          58422,     331705,          393,       57221
 816,          1208,             394,            310,      7176,        1175,       2114,      4027,           0,       2161,        333336,             233,          58728,     332520,          394,       57302
 817,          1210,             395,            313,      7153,        1155,       2094,      4029,           0,       2151,        334153,             234,          58760,     333336,          395,       57375
 818,          1215,             399,            339,      7158,        1146,       2178,      4041,           0,       2285,        334971,             232,          60518,     334153,          399,       57910
 819,          1216,             399,            313,      7192,        1165,       2104,      4034,           0,       2173,        335790,             232,          59188,     334971,          399,       57887
 820,          1217,             399,            322,      7208,        1173,       2144,      4034,           0,       2175,        336610,             232,          60069,     335790,          399,       62386
 821,          1218,             399,            346,      7249,        1173,       2354,      4049,           0,       2391,        337431,             232,          62011,     336610,          399,       60082
 822,          1219,             399,            328,      7261,        1178,       2187,      4065,           0,       2243,        338253,             232,          60882,     337431,          399,       58449
 823,          1220,             399,            330,      7272,        1203,       2193,      4059,           0,       2229,        339076,             232,          60052,     338253,          399,       58631
 824,          1221,             399,            317,      7296,        1192,       2152,      4065,           0,       2186,        339900,             232,          59914,     339076,          399,       58523
 825,          1222,             399,            324,      7244,        1176,       2141,      4070,           0,       2177,        340725,             232,          60057,     339900,          399,       58708
 826,          1223,             399,            335,      7262,        1181,       2233,      4076,           0,       2309,        341551,             232,          62081,     340725,          399,       59554
 827,          1225,             400,            329,      7269,        1188,       2205,      4083,           0,       2307,        342378,             233,          61609,     341551,          400,       60811
 828,          1228,             402,            329,      7279,        1187,       2309,      4097,           0,       2275,        343206,             233,          61086,     342378,          402,       59707
 829,          1230,             403,            321,      7284,        1185,       2154,      4099,           0,       2216,        344035,             234,          60865,     343206,          403,       59256
 830,          1231,             403,            321,      7295,        1191,       2135,      4114,           0,       2189,        344865,             234,          60935,     344035,          403,       59836
 831,          1232,             403,            333,      7330,        1185,       2196,      4121,           0,       2255,        345696,             234,          60858,     344865,          403,       59704
 832,          1233,             403,            319,      7347,        1187,       2151,      4114,           0,       2261,        346528,             234,          63115,     345696,          403,       60048
 833,          1234,             403,            332,      7325,        1167,       2173,      4119,           0,       2227,        347361,             234,          61636,     346528,          403,       59820
 834,          1235,             403,            342,      7319,        1176,       2268,      4120,           0,       2333,        348195,             234,          62988,     347361,          403,       60699
 835,          1236,             403,            319,      7346,        1175,       2212,      4123,           0,       2201,        349030,             234,          61390,     348195,          403,       60409
 836,          1240,             406,            327,      7339,        1176,       2152,      4138,           0,       2205,        349866,             237,          61943,     349030,          406,       60837
 837,          1241,             406,            317,      7365,        1197,       2171,      4142,           0,       2207,        350703,             237,          61521,     349866,          406,       60585
 838,          1242,             406,            335,      7379,        1196,       2218,      4135,           0,       2372,        351541,             237,          63302,     350703,          406,       61432
 839,          1243,             406,            320,      7401,        1196,       2166,      4135,           0,       2217,        352380,             237,          62237,     351541,          406,       60020
 840,          1244,             406,            329,      7402,        1187,       2192,      4155,           0,       2282,        353220,             237,          62946,     352380,          406,       61003
 841,          1245,             406,            324,      7418,        1211,       2180,      4159,           0,       2217,        354061,             237,          62296,     353220,          406,       60908
 842,          1246,             406,            376,      7435,        1213,       2316,      4162,           0,       2368,        354903,             237,          64523,     354061,          406,       61496
 843,          1247,             406,            320,      7413,        1197,       2203,      4176,           0,       2295,        355746,             237,          62728,     354903,          406,       60916
 844,          1248,             406,            336,      7438,        1207,       2183,      4185,           0,       2225,        356590,             237,          63380,     355746,          406,       61919
 845,          1249,             406,            333,      7458,        1199,       2242,      4186,           0,       2323,        357435,             237,          64081,     356590,          406,       61806
 846,          1250,             406,            319,      7467,        1198,       2201,      4200,           0,       2233,        358281,             237,          62839,     357435,          406,       61436
 847,          1251,             406,            328,      7502,        1217,       2203,      4213,           0,       2238,        359128,             237,          64269,     358281,          406,       62233
 848,          1252,             406,            324,      7508,        1214,       2218,      4194,           0,       2242,        359976,             237,          63898,     359128,          406,       62397
 849,          1253,             406,            321,      7490,        1207,       2224,      4196,           0,       2248,        360825,             237,          64061,     359976,          406,       62260
 850,          1255,             407,            332,      7491,        1202,       2305,      4206,           0,       2383,        361675,             238,          64797,     360825,          407,       62186
 851,          1256,             407,            321,      7516,        1207,       2282,      4213,           0,       2249,        362526,             238,          63547,     361675,          407,       62047
 852,          1257,             407,            330,      7529,        1204,       2207,      4219,           0,       2349,        363378,             238,          64422,     362526,          407,       62720
 853,          1259,             408,            321,      7525,        1192,       2214,      4231,           0,       2258,        364231,             239,          63890,     363378,          408,       62378
 854,          1260,             408,            329,      7534,        1199,       2214,      4231,           0,       2252,        365085,             239,          64908,     364231,          408,       63424
 855,          1261,             408,            321,      7557,        1220,       2225,      4238,           0,       2274,        365940,             239,          64298,     365085,          408,       62809
 856,          1262,             408,            333,      7575,        1229,       2229,      4246,           0,       2268,        366796,             239,          65341,     365940,          408,       63486
 857,          1264,             409,            326,      7562,        1213,       2258,      4253,           0,       2269,        367653,             240,          65005,     366796,          409,       63341
 858,          1266,             410,            323,      7593,        1227,       2363,      4260,           0,       2393,        368511,             241,          65870,     367653,          410,       63493
 859,          1268,             411,            334,      7602,        1207,       2288,      4267,           0,       2282,        369370,             242,          65392,     368511,          411,       64054
 860,          1270,             412,            331,      7612,        1209,       2230,      4265,           0,       2275,        370230,             243,          65509,     369370,          412,       64214
 861,          1271,             412,            325,      7627,        1236,       2237,      4261,           0,       2283,        371091,             243,          65693,     370230,          412,       63989
 862,          1272,             412,            329,      7627,        1225,       2260,      4279,           0,       2287,        371953,             243,          65907,     371091,          412,       64151
 863,          1273,             412,            333,      7643,        1221,       2224,      4291,           0,       2293,        372816,             243,          65840,     371953,          412,       64682
 864,          1274,             412,            328,      7669,        1234,       2243,      4304,           0,       2297,        373680,             243,          66241,     372816,          412,       64714
 865,          1276,             413,            328,      7662,        1223,       2236,      4310,           0,       2295,        374545,             244,          66206,     373680,          413,       64661
 866,          1278,             414,            347,      7690,        1232,       2285,      4316,           0,       2307,        375411,             245,          68124,     374545,          414,       64831
 867,          1282,             417,            336,      7674,        1245,       2256,      4319,           0,       2302,        376278,             244,          66532,     375411,          417,       65021
 868,          1283,             417,            339,      7684,        1246,       2263,      4323,           0,       2330,        377146,             244,          66865,     376278,          417,       65246
 869,          1284,             417,            332,      7699,        1250,       2257,      4319,           0,       2305,        378015,             244,          66998,     377146,          417,       65450
 870,          1285,             417,            330,      7693,        1234,       2310,      4339,           0,       2452,        378885,             244,          68833,     378015,          417,       65578
 871,          1286,             417,            350,      7724,        1237,       2420,      4328,           0,       2426,        379756,             244,          67530,     378885,          417,       65927
 872,          1288,             418,            332,      7733,        1238,       2264,      4355,           0,       2332,        380628,             245,          68090,     379756,          418,       66001
 873,          1289,             418,            352,      7738,        1229,       2255,      4356,           0,       2336,        381501,             245,          67675,     380628,          418,       65760
 874,          1290,             418,            370,      7717,        1233,       2381,      4353,           0,       2538,        382375,             245,          69027,     381501,          418,       66173
 875,          1291,             418,            337,      7755,        1247,       2273,      4366,           0,       2325,        383250,             245,          67564,     382375,          418,       66092
 876,          1292,             418,            335,      7773,        1246,       2275,      4382,           0,       2328,        384126,             245,          67945,     383250,          418,       66427
 877,          1294,             419,            337,      7783,        1245,       2285,      4386,           0,       2332,        385003,             246,          68299,     384126,          419,       66466
 878,          1296,             420,            336,      7793,        1245,       2275,      4377,           0,       2330,        385881,             247,          68095,     385003,          420,       66581
 879,          1297,             420,            342,      7772,        1242,       2269,      4379,           0,       2329,        386760,             247,          68452,     385881,          420,       66822
 880,          1298,             420,            336,      7789,        1250,       2281,      4402,           0,       2341,        387640,             247,          68667,     386760,          420,       66854
 881,          1300,             421,            339,      7825,        1264,       2294,      4405,           0,       2343,        388521,             248,          68407,     387640,          421,       66999
 882,          1301,             421,            349,      7828,        1254,       2408,      4422,           0,       2455,        389403,             248,          70060,     388521,          421,       67283
 883,          1302,             421,            339,      7859,        1273,       2310,      4425,           0,       2350,        390286,             248,          68694,     389403,          421,       67261
 884,          1303,             421,            339,      7857,        1266,       2297,      4418,           0,       2377,        391170,             248,          68729,     390286,          421,       67455
 885,          1305,             422,            340,      7904,        1269,       2311,      4417,           0,       2355,        392055,             249,          69075,     391170,          422,       68509
 886,          1306,             422,            340,      7890,        1267,       2343,      4435,           0,       2362,        392941,             249,          69279,     392055,          422,       67783
 887,          1307,             422,            343,      7856,        1262,       2306,      4442,           0,       2366,        393828,             249,          69678,     392941,          422,       67766
 888,          1308,             422,            339,      7862,        1261,       2299,      4442,           0,       2359,        394716,             249,          70276,     393828,          422,       68226
 889,          1309,             422,            345,      7881,        1253,       2411,      4454,           0,       2526,        395605,             249,          70985,     394716,          422,       68033
 890,          1310,             422,            345,      7885,        1253,       2305,      4453,           0,       2370,        396495,             249,          70340,     395605,          422,       68379
 891,          1311,             422,            342,      7909,        1259,       2373,      4468,           0,       2368,        397386,             249,          70628,     396495,          422,       68460
 892,          1312,             422,            339,      7904,        1253,       2314,      4474,           0,       2377,        398278,             249,          72889,     397386,          422,       73251
 893,          1313,             422,            354,      7915,        1264,       2377,      4478,           0,       2435,        399171,             249,          73268,     398278,          422,       70791
 894,          1315,             423,            349,      7925,        1272,       2428,      4489,           0,       2498,        400065,             250,          70959,     399171,          423,       69289
 895,          1317,             424,            334,      7994,        1271,       2340,      4500,           0,       2394,        400960,             251,          70633,     400065,          424,       69010
 896,          1320,             426,            363,      8006,        1273,       2484,      4495,           0,       2538,        401856,             251,          72700,     400960,          426,       69704
 897,          1321,             426,            344,      7985,        1280,       2347,      4501,           0,       2389,        402753,             251,          71672,     401856,          426,       69573
 898,          1322,             426,            339,      7994,        1277,       2336,      4516,           0,       2389,        403651,             251,          71019,     402753,          426,       69491
 899,          1324,             427,            349,      7984,        1279,       2346,      4524,           0,       2391,        404550,             252,          71818,     403651,          427,       69799
 900,          1325,             427,            344,      7989,        1276,       2335,      4509,           0,       2395,        405450,             252,          72039,     404550,          427,       70462
 901,          1326,             427,            401,      8009,        1278,       2530,      4518,           0,       2620,        406351,             252,          77275,     405450,          427,       72719
 902,          1327,             427,            349,      8017,        1286,       2409,      4514,           0,       2460,        407253,             252,          73074,     406351,          427,       70524
 903,          1329,             428,            357,      8049,        1268,       2462,      4519,           0,       2547,        408156,             253,          73847,     407253,          428,       71055
 904,          1330,             428,            343,      8057,        1275,       2350,      4555,           0,       2418,        409060,             253,          72440,     408156,          428,       70497
 905,          1331,             428,            355,      8073,        1298,       2438,      4558,           0,       2481,        409965,             253,          72638,     409060,          428,       71040
 906,          1332,             428,            343,      8076,        1293,       2368,      4572,           0,       2433,        410871,             253,          72968,     409965,          428,       71823
 907,          1333,             428,            351,      8078,        1295,       2516,      4566,           0,       2502,        411778,             253,          75082,     410871,          428,       72589
 908,          1334,             428,            355,      8081,        1297,       2384,      4558,           0,       2439,        412686,             253,          72944,     411778,          428,       71417
 909,          1337,             430,            344,      8093,        1306,       2389,      4557,           0,       2418,        413595,             255,          73375,     412686,          430,       71397
 910,          1341,             433,            364,      8105,        1306,       2496,      4555,           0,       2573,        414505,             256,          74811,     413595,          433,       73559
 911,          1342,             433,            346,      8109,        1288,       2385,      4571,           0,       2447,        415416,             256,          73858,     414505,          433,       72093
 912,          1343,             433,            346,      8121,        1289,       2371,      4585,           0,       2434,        416328,             256,          73711,     415416,          433,       73131
 913,          1345,             434,            347,      8138,        1291,       2409,      4587,           0,       2434,        417241,             257,          73917,     416328,          434,       72220
 914,          1346,             434,            351,      8163,        1297,       2381,      4583,           0,       2437,        418155,             257,          74281,     417241,          434,       72573
 915,          1347,             434,            347,      8143,        1294,       2367,      4600,           0,       2444,        419070,             257,          76274,     418155,          434,       74271
 916,          1348,             434,            349,      8158,        1303,       2494,      4597,           0,       2581,        419986,             257,          75092,     419070,          434,       72537
 917,          1349,             434,            371,      8154,        1274,       2516,      4604,           0,       2582,        420903,             257,          76212,     419986,          434,       73061
 918,          1350,             434,            352,      8169,        1272,       2372,      4604,           0,       2448,        421821,             257,          74773,     420903,          434,       73139
 919,          1352,             435,            353,      8186,        1314,       2391,      4623,           0,       2454,        422740,             258,          75970,     421821,          435,       73216
 920,          1353,             435,            352,      8206,        1316,       2405,      4621,           0,       2479,        423660,             258,          75356,     422740,          435,       73479
 921,          1354,             435,            345,      8210,        1287,       2390,      4624,           0,       2460,        424581,             258,          75407,     423660,          435,       73607
 922,          1356,             436,            350,      8189,        1277,       2384,      4631,           0,       2462,        425503,             259,          75623,     424581,          436,       73778
 923,          1357,             436,            348,      8260,        1310,       2419,      4643,           0,       2458,        426426,             259,          75683,     425503,          436,       74245
 924,          1358,             436,            368,      8281,        1316,       2542,      4657,           0,       2637,        427350,             259,          77199,     426426,          436,       74254
 925,          1359,             436,            352,      8250,        1294,       2402,      4658,           0,       2609,        428275,             259,          75845,     427350,          436,       74481
 926,          1361,             437,            372,      8274,        1314,       2420,      4659,           0,       2473,        429201,             260,          75879,     428275,          437,       74627
 927,          1362,             437,            350,      8278,        1309,       2416,      4663,           0,       2484,        430128,             260,          76930,     429201,          437,       75277
 928,          1363,             437,            349,      8288,        1314,       2429,      4697,           0,       2492,        431056,             260,          75731,     430128,          437,       74398
 929,          1364,             437,            361,      8295,        1304,       2422,      4701,           0,       2516,        431985,             260,          77058,     431056,          437,       75286
 930,          1367,             439,            385,      8324,        1320,       2427,      4686,           0,       2482,        432915,             262,          76439,     431985,          439,       74812
 931,          1371,             442,            363,      8296,        1304,       2566,      4704,           0,       2654,        433846,             263,          78646,     432915,          442,       75251
 932,          1372,             442,            362,      8314,        1307,       2443,      4703,           0,       2513,        434778,             263,          76542,     433846,          442,       74915
 933,          1373,             442,            364,      8333,        1303,       2427,      4706,           0,       2487,        435711,             263,          77718,     434778,          442,       75687
 934,          1375,             443,            350,      8359,        1323,       2443,      4713,           0,       2514,        436645,             264,          76899,     435711,          443,       75340
 935,          1376,             443,            360,      8364,        1322,       2448,      4727,           0,       2502,        437580,             264,          77859,     436645,          443,       75822
 936,          1377,             443,            357,      8378,        1330,       2490,      4736,           0,       2524,        438516,             264,          78475,     437580,          443,       75993
 937,          1378,             443,            351,      8384,        1334,       2449,      4738,           0,       2503,        439453,             264,          77450,     438516,          443,       76248
 938,          1379,             443,            371,      8414,        1339,       2588,      4750,           0,       2665,        440391,             264,          78846,     439453,          443,       76063
 939,          1380,             443,            354,      8419,        1326,       2459,      4746,           0,       2514,        441330,             264,          77772,     440391,          443,       76397
 940,          1382,             444,            371,      8423,        1325,       2603,      4758,           0,       2553,        442270,             265,          78696,     441330,          444,       76977
 941,          1385,             446,            354,      8406,        1325,       2474,      4758,           0,       2521,        443211,             265,          78563,     442270,          446,       76984
 942,          1388,             448,            370,      8419,        1323,       2449,      4779,           0,       2527,        444153,             267,          78747,     443211,          448,       79166
 943,          1389,             448,            358,      8436,        1320,       2508,      4778,           0,       2526,        445096,             267,          79530,     444153,          448,       77563
 944,          1390,             448,            370,      8472,        1330,       2503,      4787,           0,       2560,        446040,             267,          79374,     445096,          448,       78053
 945,          1392,             449,            372,      8458,        1320,       2623,      4792,           0,       2660,        446985,             268,          80172,     446040,          449,       77908
 946,          1393,             449,            359,      8475,        1328,       2473,      4806,           0,       2546,        447931,             268,          79548,     446985,          449,       77778
 947,          1394,             449,            359,      8486,        1327,       2469,      4814,           0,       2561,        448878,             268,          79308,     447931,          449,       77736
 948,          1396,             450,            363,      8501,        1330,       2479,      4792,           0,       2546,        449826,             269,          79415,     448878,          450,       78135
 949,          1398,             451,            360,      8531,        1328,       2477,      4794,           0,       2543,        450775,             270,          79778,     449826,          451,       78162
 950,          1399,             451,            359,      8544,        1329,       2478,      4814,           0,       2550,        451725,             270,          80699,     450775,          451,       78414
 951,          1400,             451,            362,      8541,        1333,       2485,      4833,           0,       2552,        452676,             270,          80102,     451725,          451,       78686
 952,          1401,             451,            367,      8542,        1337,       2633,      4828,           0,       2708,        453628,             270,          82009,     452676,          451,       78960
 953,          1402,             451,            369,      8560,        1329,       2535,      4829,           0,       2576,        454581,             270,          80303,     453628,          451,       78841
 954,          1403,             451,            360,      8584,        1340,       2507,      4856,           0,       2562,        455535,             270,          80444,     454581,          451,       79170
 955,          1404,             451,            368,      8540,        1332,       2488,      4850,           0,       2558,        456490,             270,          80771,     455535,          451,       79170
 956,          1406,             452,            364,      8577,        1347,       2498,      4856,           0,       2568,        457446,             271,          80919,     456490,          452,       79546
 957,          1407,             452,            361,      8579,        1343,       2500,      4868,           0,       2579,        458403,             271,          81181,     457446,          452,       79918
 958,          1409,             453,            375,      8606,        1347,       2661,      4877,           0,       2828,        459361,             272,          83026,     458403,          453,       80019
 959,          1410,             453,            377,      8625,        1347,       2531,      4892,           0,       2592,        460320,             272,          81453,     459361,          453,       79837
 960,          1411,             453,            364,      8631,        1349,       2531,      4885,           0,       2586,        461280,             272,          81747,     460320,          453,       80206
 961,          1412,             453,            369,      8635,        1351,       2516,      4891,           0,       2583,        462241,             272,          81717,     461280,          453,       80193
 962,          1413,             453,            392,      8639,        1349,       2512,      4911,           0,       2592,        463203,             272,          81807,     462241,          453,       80272
 963,          1414,             453,            367,      8689,        1351,       2516,      4917,           0,       2591,        464166,             272,          81959,     463203,          453,       80370
 964,          1415,             453,            366,      8690,        1350,       2662,      4918,           0,       2777,        465130,             272,          83460,     464166,          453,       80747
 965,          1416,             453,            370,      8691,        1358,       2582,      4918,           0,       2618,        466095,             272,          82494,     465130,          453,       80537
 966,          1417,             453,            372,      8721,        1365,       2549,      4927,           0,       2604,        467061,             272,          82771,     466095,          453,       80975
 967,          1418,             453,            364,      8708,        1348,       2544,      4937,           0,       2602,        468028,             272,          83567,     467061,          453,       80974
 968,          1420,             454,            369,      8730,        1361,       2579,      4940,           0,       2621,        468996,             273,          82637,     468028,          454,       80933
 969,          1422,             455,            372,      8748,        1382,       2566,      4945,           0,       2603,        469965,             274,          83932,     468996,          455,       81326
 970,          1424,             456,            376,      8762,        1383,       2686,      4942,           0,       2748,        470935,             275,          84318,     469965,          456,       81072
 971,          1425,             456,            372,      8741,        1361,       2576,      4958,           0,       2637,        471906,             275,          83838,     470935,          456,       81526
 972,          1426,             456,            379,      8752,        1359,       2556,      4962,           0,       2610,        472878,             275,          84228,     471906,          456,       81825
 973,          1428,             457,            365,      8780,        1385,       2578,      4968,           0,       2622,        473851,             276,          83657,     472878,          457,       81612
 974,          1429,             457,            376,      8790,        1390,       2573,      4969,           0,       2635,        474825,             276,          84453,     473851,          457,       82255
 975,          1431,             458,            370,      8788,        1373,       2557,      4993,           0,       2627,        475800,             277,          84789,     474825,          458,       82148
 976,          1432,             458,            370,      8812,        1367,       2711,      4969,           0,       2771,        476776,             277,          85357,     475800,          458,       82488
 977,          1433,             458,            383,      8825,        1403,       2615,      4972,           0,       2655,        477753,             277,          85056,     476776,          458,       82688
 978,          1434,             458,            375,      8847,        1407,       2603,      4986,           0,       2639,        478731,             277,          85278,     477753,          458,       89401
 979,          1436,             459,            375,      8848,        1392,       2649,      4990,           0,       2696,        479710,             278,          87415,     478731,          459,       85560
 980,          1437,             459,            379,      8821,        1385,       2575,      5023,           0,       2661,        480690,             278,          85804,     479710,          459,       84346
 981,          1441,             462,            378,      8840,        1391,       2591,      5023,           0,       2681,        481671,             279,          85093,     480690,          462,       83121
 982,          1442,             462,            400,      8857,        1400,       2715,      5035,           0,       2809,        482653,             279,          86562,     481671,          462,       83513
 983,          1443,             462,            383,      8885,        1397,       2623,      5048,           0,       2677,        483636,             279,          85990,     482653,          462,       84409
 984,          1444,             462,            369,      8889,        1394,       2588,      5041,           0,       2653,        484620,             279,          85436,     483636,          462,       83525
 985,          1446,             463,            380,      8879,        1397,       2635,      5045,           0,       2665,        485605,             280,          85635,     484620,          463,       86803
 986,          1447,             463,            418,      8887,        1398,       2811,      5058,           0,       2887,        486591,             280,          91081,     485605,          463,       86454
 987,          1448,             463,            388,      8918,        1411,       2618,      5058,           0,       2692,        487578,             280,          88881,     486591,          463,       85516
 988,          1449,             463,            373,      8925,        1405,       2733,      5072,           0,       2817,        488566,             280,          87930,     487578,          463,       84481
 989,          1450,             463,            380,      8918,        1404,       2618,      5076,           0,       2686,        489555,             280,          87615,     488566,          463,       85779
 990,          1451,             463,            381,      8944,        1403,       2786,      5084,           0,       2677,        490545,             280,          88203,     489555,          463,       86833
 991,          1452,             463,            391,      8969,        1405,       2679,      5078,           0,       2935,        491536,             280,          87959,     490545,          463,       86195
 992,          1453,             463,            379,      8963,        1402,       2645,      5102,           0,       2755,        492528,             280,          88033,     491536,          463,       86018
 993,          1455,             464,            370,      8963,        1395,       2619,      5103,           0,       2700,        493521,             281,          87060,     492528,          464,       85871
 994,          1456,             464,            406,      8972,        1401,       2788,      5116,           0,       2837,        494515,             281,          91066,     493521,          464,       86358
 995,          1457,             464,            367,      8993,        1399,       2590,      5123,           0,       2721,        495510,             281,          88312,     494515,          464,       86474
 996,          1458,             464,            380,      9005,        1396,       2631,      5131,           0,       2714,        496506,             281,          88789,     495510,          464,       86266
 997,          1459,             464,            375,      8997,        1404,       2616,      5130,           0,       2699,        497503,             281,          88206,     496506,          464,       89080
