   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time, bubble_cmp, bubble_swaps, bubble_time
   0,             0,               0,              0,         0,           0,          1,         0,           0,          0,             0,               0,              0,          0,            0,           0
   1,             0,               0,              0,         0,           0,          0,         0,           0,          0,             1,               0,              2,          0,            0,           0
   2,             1,               0,              0,         2,           2,          4,         1,           0,          1,             3,               0,              1,          1,            0,           0
   3,             3,               2,              1,         3,           4,          4,         3,           0,          3,             6,               2,              2,          3,            2,           1
   4,             4,               2,              1,         7,           5,          4,         5,           0,          5,            10,               2,              4,          6,            2,           2
   5,             5,               2,              2,        12,           8,          7,         6,           0,          5,            15,               2,              5,         10,            2,           4
   6,             6,               2,              3,        16,           9,          9,         8,           0,          9,            21,               2,              5,         15,            2,           5
   7,             7,               2,              2,        14,          10,          8,        10,           0,         10,            28,               2,              8,         21,            2,           6
   8,             8,               2,              2,        17,          10,          8,        13,           0,         10,            36,               2,              9,         28,            2,           7
   9,             9,               2,              3,        22,          11,         10,        14,           0,         10,            45,               2,             10,         36,            2,           8
  10,            10,               2,              2,        25,          13,         10,        16,           0,         13,            55,               2,             11,         45,            2,          10
  11,            11,               2,              3,        32,          16,         13,        18,           0,         14,            66,               2,             14,         55,            2,          10
  12,            13,               3,              3,        36,          18,         15,        21,           0,         16,            78,               3,             15,         66,            3,          14
  13,            14,               3,              4,        41,          19,         18,        24,           0,         18,            91,               3,             18,         78,            3,          15
  14,            15,               3,              4,        46,          20,         18,        26,           0,         19,           105,               3,             21,         91,            3,          17
  15,            16,               3,              3,        46,          21,         18,        30,           0,         21,           120,               3,             24,        105,            3,          20
  16,            17,               3,              5,        51,          23,         21,        33,           0,         24,           136,               3,             26,        120,            3,          22
  17,            19,               4,              5,        51,          22,         20,        34,           0,         25,           153,               4,             29,        136,            4,          25
  18,            20,               4,              5,        60,          24,         24,        38,           0,         26,           171,               4,             31,        153,            4,          28
  19,            21,               4,              5,        66,          26,         25,        40,           0,         27,           190,               4,             43,        171,            4,          34
  20,            23,               5,              7,        66,          27,         27,        41,           0,         36,           210,               5,             46,        190,            5,          37
  21,            25,               6,              6,        78,          30,         30,        45,           0,         34,           231,               6,             44,        210,            6,          40
  22,            26,               6,              7,        84,          31,         32,        50,           0,         35,           253,               6,             56,        231,            6,          45
  23,            27,               6,              6,        86,          31,         34,        51,           0,         37,           276,               6,             53,        253,            6,          47
  24,            28,               6,              6,        91,          34,         35,        55,           0,         39,           300,               6,             60,        276,            6,          59
  25,            29,               6,             10,        97,          36,         37,        57,           0,         41,           325,               6,             72,        300,            6,          58
  26,            31,               7,              7,       102,          38,         41,        62,           0,         42,           351,               7,             66,        325,            7,          59
  27,            33,               8,              7,       110,          38,         43,        65,           0,         44,           378,               8,             71,        351,            8,          64
  28,            36,              10,             10,       115,          38,         42,        67,           0,         48,           406,               8,             76,        378,           10,          69
  29,            37,              10,              9,       116,          41,         45,        73,           0,         55,           435,               8,             88,        406,           10,          77
  30,            38,              10,              9,       123,          42,         48,        77,           0,         54,           465,               8,             89,        435,           10,          82
  31,            40,              11,             10,       130,          44,         51,        81,           0,         56,           496,               9,             95,        465,           11,          87
  32,            41,              11,              9,       137,          47,         54,        85,           0,         58,           528,               9,            101,        496,           11,          96
  33,            42,              11,             10,       140,          45,         57,        86,           0,         59,           561,               9,            103,        528,           11,         104
  34,            43,              11,             10,       146,          47,         56,        89,           0,         61,           595,               9,            113,        561,           11,         103
  35,            45,              12,             11,       143,          48,         53,        90,           0,         62,           630,              10,            116,        595,           12,         107
  36,            46,              12,             14,       147,          48,         53,        95,           0,         63,           666,              10,            115,        630,           12,         107
  37,            47,              12,             10,       160,          53,         56,        98,           0,         63,           703,              10,            124,        666,           12,         122
  38,            48,              12,             11,       166,          54,         59,       101,           0,         65,           741,              10,            128,        703,           12,         118
  39,            49,              12,             11,       172,          53,         58,       105,           0,         66,           780,              10,            133,        741,           12,         123
  40,            51,              13,             11,       179,          56,         61,       107,           0,         68,           820,              11,            139,        780,           13,         129
  41,            52,              13,             12,       188,          57,         64,       110,           0,         69,           861,              11,            147,        820,           13,         136
  42,            53,              13,             13,       194,          59,         66,       112,           0,         75,           903,              11,            184,        861,           13,         180
  43,            54,              13,             20,       196,          59,         84,       116,           0,        102,           946,              11,            200,        903,           13,         150
  44,            55,              13,             13,       200,          59,         68,       121,           0,         75,           990,              11,            169,        946,           13,         157
  45,            56,              13,             13,       206,          59,         68,       125,           0,         77,          1035,              11,            205,        990,           13,         164
  46,            57,              13,             13,       219,          63,         73,       125,           0,         79,          1081,              11,            194,       1035,           13,         173
  47,            59,              14,             13,       215,          62,         72,       131,           0,         80,          1128,              12,            205,       1081,           14,         178
  48,            61,              15,             14,       223,          64,         73,       137,           0,         84,          1176,              13,            199,       1128,           15,         185
  49,            62,              15,             15,       240,          70,         80,       139,           0,         89,          1225,              13,            205,       1176,           15,         207
  50,            63,              15,             15,       246,          70,         91,       142,           0,        111,          1275,              13,            213,       1225,           15,         202
  51,            65,              16,             14,       247,          72,         82,       145,           0,         89,          1326,              14,            227,       1275,           16,         211
  52,            67,              17,             16,       253,          76,         84,       152,           0,         93,          1378,              15,            231,       1326,           17,         217
  53,            70,              19,             17,       254,          72,         83,       156,           0,         94,          1431,              15,            240,       1378,           19,         226
  54,            73,              21,             16,       267,          80,         89,       160,           0,         97,          1485,              17,            251,       1431,           21,         235
  55,            74,              21,             17,       275,          83,         92,       165,           0,         99,          1540,              17,            257,       1485,           21,         244
  56,            75,              21,             16,       280,          82,         93,       163,           0,        100,          1596,              17,            267,       1540,           21,         256
  57,            76,              21,             18,       285,          78,         92,       165,           0,        102,          1653,              17,            274,       1596,           21,         267
  58,            77,              21,             17,       291,          79,         94,       179,           0,        107,          1711,              17,            288,       1653,           21,         269
  59,            78,              21,             18,       294,          82,         96,       180,           0,        109,          1770,              17,            295,       1711,           21,         279
  60,            79,              21,             17,       307,          88,        101,       184,           0,        109,          1830,              17,            303,       1770,           21,         288
  61,            80,              21,             19,       305,          86,        108,       187,           0,        127,          1891,              17,            318,       1830,           21,         299
  62,            81,              21,             18,       310,          84,        102,       194,           0,        114,          1953,              17,            324,       1891,           21,         308
  63,            82,              21,             19,       318,          86,        103,       198,           0,        118,          2016,              17,            337,       1953,           21,         317
  64,            84,              22,             19,       327,          88,        124,       202,           0,        128,          2080,              18,            396,       2016,           22,         328
  65,            85,              22,             20,       335,          92,        110,       204,           0,        122,          2145,              18,            355,       2080,           22,         357
  66,            86,              22,             20,       348,          95,        113,       205,           0,        127,          2211,              18,            423,       2145,           22,         383
  67,            87,              22,             19,       349,          93,        112,       209,           0,        123,          2278,              18,            379,       2211,           22,         360
  68,            89,              23,             20,       354,          95,        119,       214,           0,        127,          2346,              19,            389,       2278,           23,         369
  69,            92,              25,             21,       362,          93,        114,       216,           0,        133,          2415,              19,            399,       2346,           25,         381
  70,            96,              28,             23,       370,          96,        118,       219,           0,        132,          2485,              20,            411,       2415,           28,         396
  71,           100,              31,             23,       371,         100,        121,       220,           0,        132,          2556,              21,            424,       2485,           31,         404
  72,           101,              31,             24,       378,         101,        123,       230,           0,        136,          2628,              21,            435,       2556,           31,         414
  73,           102,              31,             24,       377,          97,        120,       230,           0,        137,          2701,              21,            444,       2628,           31,         427
  74,           103,              31,             25,       388,         101,        127,       237,           0,        170,          2775,              21,            456,       2701,           31,         437
  75,           104,              31,             25,       405,         106,        129,       240,           0,        142,          2850,              21,            469,       2775,           31,         453
  76,           105,              31,             25,       409,         110,        133,       239,           0,        143,          2926,              21,            485,       2850,           31,         461
  77,           106,              31,             24,       409,         103,        132,       245,           0,        145,          3003,              21,            492,       2926,           31,         473
  78,           108,              32,             26,       415,         107,        132,       250,           0,        178,          3081,              22,            504,       3003,           32,         519
  79,           111,              34,             27,       424,         112,        136,       254,           0,        150,          3160,              22,            518,       3081,           34,         501
  80,           112,              34,             27,       438,         116,        144,       262,           0,        154,          3240,              22,            530,       3160,           34,         510
  81,           113,              34,             26,       445,         112,        139,       262,           0,        154,          3321,              22,            546,       3240,           34,         523
  82,           114,              34,             26,       446,         114,        142,       263,           0,        157,          3403,              22,            557,       3321,           34,         540
  83,           116,              35,             27,       463,         122,        149,       271,           0,        158,          3486,              23,            575,       3403,           35,         552
  84,           117,              35,             28,       469,         122,        149,       270,           0,        159,          3570,              23,            583,       3486,           35,         567
  85,           120,              37,             28,       474,         120,        149,       274,           0,        162,          3655,              25,            597,       3570,           37,         576
  86,           124,              40,             30,       481,         122,        151,       280,           0,        169,          3741,              26,            611,       3655,           40,         589
  87,           125,              40,             29,       480,         123,        152,       285,           0,        166,          3828,              26,            628,       3741,           40,         603
  88,           126,              40,             30,       489,         125,        154,       291,           0,        170,          3916,              26,            642,       3828,           40,         620
  89,           127,              40,             30,       495,         123,        155,       294,           0,        181,          4005,              26,            666,       3916,           40,         631
  90,           128,              40,             30,       505,         128,        159,       302,           0,        174,          4095,              26,            666,       4005,           40,         644
  91,           130,              41,             31,       507,         126,        160,       304,           0,        177,          4186,              27,            682,       4095,           41,         660
  92,           131,              41,             30,       524,         129,        164,       307,           0,        178,          4278,              27,            698,       4186,           41,         674
  93,           132,              41,             31,       522,         125,        162,       310,           0,        180,          4371,              27,            715,       4278,           41,         688
  94,           133,              41,             31,       535,         128,        169,       314,           0,        183,          4465,              27,            726,       4371,           41,         708
  95,           134,              41,             31,       551,         134,        171,       320,           0,        185,          4560,              27,            747,       4465,           41,         718
  96,           135,              41,             32,       549,         129,        171,       326,           0,        188,          4656,              27,            756,       4560,           41,         733
  97,           139,              44,             33,       547,         133,        174,       329,           0,        190,          4753,              30,            773,       4656,           44,         752
  98,           144,              48,             35,       563,         136,        178,       333,           0,        195,          4851,              30,            790,       4753,           48,         824
  99,           145,              48,             37,       567,         142,        180,       340,           0,        199,          4950,              30,            822,       4851,           48,         807
 100,           146,              48,             35,       573,         142,        180,       343,           0,        200,          5050,              30,            866,       4950,           48,         797
 101,           147,              48,             34,       608,         148,        190,       346,           0,        198,          5151,              30,            844,       5050,           48,         811
 102,           148,              48,             36,       612,         147,        190,       349,           0,        200,          5253,              30,            850,       5151,           48,         827
 103,           149,              48,             36,       611,         150,        189,       354,           0,        204,          5356,              30,            873,       5253,           48,         840
 104,           150,              48,             36,       621,         151,        192,       357,           0,        204,          5460,              30,            885,       5356,           48,         859
 105,           151,              48,             36,       626,         155,        195,       359,           0,        216,          5565,              30,            922,       5460,           48,        1003
 106,           152,              48,             36,       626,         150,        226,       364,           0,        209,          5671,              30,            920,       5565,           48,         891
 107,           154,              49,             36,       622,         151,        192,       366,           0,        212,          5778,              31,            934,       5671,           49,         913
 108,           156,              50,             37,       631,         153,        195,       380,           0,        216,          5886,              32,            955,       5778,           50,         931
 109,           160,              53,             39,       658,         160,        204,       381,           0,        219,          5995,              31,            972,       5886,           53,         940
 110,           163,              55,             39,       653,         162,        206,       388,           0,        220,          6105,              33,            988,       5995,           55,         958
 111,           164,              55,             40,       659,         162,        206,       391,           0,        222,          6216,              33,           1004,       6105,           55,         981
 112,           165,              55,             40,       668,         163,        208,       389,           0,        236,          6328,              33,           1040,       6216,           55,        1020
 113,           167,              56,             39,       684,         166,        216,       391,           0,        228,          6441,              34,           1038,       6328,           56,        1027
 114,           169,              57,             41,       690,         165,        217,       397,           0,        250,          6555,              35,           1058,       6441,           57,        1045
 115,           173,              60,             41,       687,         159,        210,       400,           0,        230,          6670,              34,           1080,       6555,           60,        1045
 116,           174,              60,             41,       697,         161,        216,       421,           0,        240,          6786,              34,           1096,       6670,           60,        1066
 117,           175,              60,             41,       702,         167,        216,       420,           0,        250,          6903,              34,           1113,       6786,           60,        1091
 118,           176,              60,             42,       712,         166,        218,       422,           0,        241,          7021,              34,           1150,       6903,           60,        1104
 119,           179,              62,             47,       719,         166,        218,       425,           0,        241,          7140,              36,           1166,       7021,           62,        1121
 120,           180,              62,             44,       725,         165,        219,       437,           0,        244,          7260,              36,           1173,       7140,           62,        1153
 121,           181,              62,             43,       742,         180,        231,       438,           0,        255,          7381,              36,           1192,       7260,           62,        1173
 122,           182,              62,             44,       739,         178,        228,       442,           0,        250,          7503,              36,           1210,       7381,           62,        1193
 123,           183,              62,             44,       751,         176,        231,       447,           0,        256,          7626,              36,           1229,       7503,           62,        1244
 124,           184,              62,             45,       759,         175,        231,       455,           0,        256,          7750,              36,           1250,       7626,           62,        1230
 125,           185,              62,             44,       755,         173,        232,       457,           0,        261,          7875,              36,           1274,       7750,           62,        1245
 126,           186,              62,             45,       764,         176,        233,       464,           0,        262,          8001,              36,           1286,       7875,           62,        1254
 127,           187,              62,             45,       774,         176,        250,       470,           0,        265,          8128,              36,           1312,       8001,           62,        1277
 128,           188,              62,             44,       779,         174,        236,       477,           0,        268,          8256,              36,           1350,       8128,           62,        1297
 129,           191,              64,             48,       786,         180,        240,       479,           0,        267,          8385,              38,           1351,       8256,           64,        1315
 130,           192,              64,             46,       806,         184,        247,       478,           0,        269,          8515,              38,           1370,       8385,           64,        1338
 131,           193,              64,             46,       816,         190,        249,       483,           0,        271,          8646,              38,           1393,       8515,           64,        1359
 132,           194,              64,             47,       812,         187,        258,       485,           0,        273,          8778,              38,           1412,       8646,           64,        1371
 133,           196,              65,             47,       824,         188,        253,       489,           0,        275,          8911,              39,           1431,       8778,           65,        1397
 134,           197,              65,             47,       832,         190,        253,       494,           0,        279,          9045,              39,           1469,       8911,           65,        1419
 135,           198,              65,             48,       860,         195,        261,       494,           0,        278,          9180,              39,           1477,       9045,           65,        1441
 136,           199,              65,             47,       862,         195,        262,       500,           0,        280,          9316,              39,           1496,       9180,           65,        1461
 137,           200,              65,             47,       866,         197,        263,       503,           0,        297,          9453,              39,           1520,       9316,           65,        1482
 138,           201,              65,             48,       871,         196,        264,       505,           0,        285,          9591,              39,           1555,       9453,           65,        1505
 139,           202,              65,             47,       892,         201,        279,       512,           0,        287,          9730,              39,           1562,       9591,           65,        1527
 140,           203,              65,             49,       887,         197,        265,       510,           0,        288,          9870,              39,           1585,       9730,           65,        1545
 141,           204,              65,             48,       885,         196,        269,       514,           0,        292,         10011,              39,           1618,       9870,           65,        1575
 142,           205,              65,             49,       902,         202,        286,       517,           0,        339,         10153,              39,           1637,      10011,           65,        1588
 143,           208,              67,             50,       887,         196,        269,       523,           0,        324,         10296,              41,           1703,      10153,           67,        1607
 144,           209,              67,             50,       898,         200,        271,       535,           0,        298,         10440,              41,           1673,      10296,           67,        1633
 145,           210,              67,             51,       906,         203,        274,       536,           0,        302,         10585,              41,           1703,      10440,           67,        1660
 146,           212,              68,             49,       919,         210,        280,       535,           0,        303,         10731,              42,           1726,      10585,           68,        1680
 147,           213,              68,             50,       916,         202,        277,       539,           0,        305,         10878,              42,           1749,      10731,           68,        1704
 148,           214,              68,             49,       915,         197,        276,       547,           0,        307,         11026,              42,           1770,      10878,           68,        1746
 149,           215,              68,             51,       945,         210,        286,       552,           0,        315,         11175,              42,           1801,      11026,           68,        1760
 150,           217,              69,             51,       939,         205,        283,       554,           0,        314,         11325,              43,           1825,      11175,           69,        1784
 151,           219,              70,             52,       968,         216,        294,       555,           0,        314,         11476,              44,           1841,      11325,           70,        1801
 152,           220,              70,             53,       979,         217,        297,       559,           0,        316,         11628,              44,           1863,      11476,           70,        1818
 153,           221,              70,             53,       962,         214,        290,       561,           0,        316,         11781,              44,           1888,      11628,           70,        1854
 154,           222,              70,             53,       989,         218,        300,       569,           0,        324,         11935,              44,           1912,      11781,           70,        1871
 155,           223,              70,             54,       991,         215,        298,       576,           0,        323,         12090,              44,           1990,      11935,           70,        1929
 156,           224,              70,             53,       997,         219,        300,       582,           0,        327,         12246,              44,           1956,      12090,           70,        1915
 157,           225,              70,             52,      1016,         227,        308,       589,           0,        329,         12403,              44,           1981,      12246,           70,        1936
 158,           226,              70,             54,      1019,         226,        308,       585,           0,        329,         12561,              44,           2008,      12403,           70,        1959
 159,           228,              71,             54,      1010,         224,        304,       594,           0,        332,         12720,              45,           2033,      12561,           71,        1984
 160,           229,              71,             54,      1016,         224,        306,       604,           0,        337,         12880,              45,           2057,      12720,           71,        2009
 161,           230,              71,             53,      1039,         232,        314,       606,           0,        336,         13041,              45,           2082,      12880,           71,        2037
 162,           232,              72,             55,      1052,         238,        319,       603,           0,        337,         13203,              46,           2109,      13041,           72,        2063
 163,           233,              72,             55,      1060,         234,        320,       611,           0,        341,         13366,              46,           2135,      13203,           72,        2090
 164,           234,              72,             55,      1069,         237,        324,       616,           0,        344,         13530,              46,           2166,      13366,           72,        2116
 165,           236,              73,             56,      1072,         234,        321,       618,           0,        346,         13695,              47,           2182,      13530,           73,        2153
 166,           239,              75,             56,      1079,         234,        325,       623,           0,        349,         13861,              47,           2214,      13695,           75,        2162
 167,           243,              78,             58,      1084,         240,        328,       630,           0,        353,         14028,              48,           2240,      13861,           78,        2190
 168,           248,              82,             59,      1095,         241,        330,       629,           0,        355,         14196,              48,           2319,      14028,           82,        2288
 169,           249,              82,             59,      1114,         246,        334,       636,           0,        354,         14365,              48,           2290,      14196,           82,        2244
 170,           250,              82,             60,      1126,         248,        337,       641,           0,        360,         14535,              48,           2326,      14365,           82,        2272
 171,           251,              82,             60,      1120,         247,        339,       641,           0,        359,         14706,              48,           2359,      14535,           82,        2402
 172,           252,              82,             61,      1117,         240,        337,       648,           0,        366,         14878,              48,           2370,      14706,           82,        2326
 173,           253,              82,             61,      1133,         240,        339,       649,           0,        375,         15051,              48,           2413,      14878,           82,        2359
 174,           254,              82,             59,      1134,         245,        339,       656,           0,        367,         15225,              48,           2422,      15051,           82,        2391
 175,           256,              83,             61,      1134,         242,        339,       665,           0,        373,         15400,              49,           2454,      15225,           83,        2409
 176,           257,              83,             61,      1143,         243,        343,       668,           0,        373,         15576,              49,           2483,      15400,           83,        2465
 177,           258,              83,             62,      1160,         250,        355,       671,           0,        379,         15753,              49,           2547,      15576,           83,        2486
 178,           260,              84,             61,      1163,         253,        353,       677,           0,        385,         15931,              50,           2563,      15753,           84,        2573
 179,           261,              84,             62,      1174,         255,        354,       682,           0,        378,         16110,              50,           2567,      15931,           84,        2529
 180,           262,              84,             61,      1183,         253,        357,       691,           0,        384,         16290,              50,           2593,      16110,           84,        2679
 181,           263,              84,             64,      1185,         255,        381,       698,           0,        414,         16471,              50,           2750,      16290,           84,        2743
 182,           264,              84,             73,      1192,         255,        375,       699,           0,        418,         16653,              50,           2669,      16471,           84,        2599
 183,           265,              84,             62,      1203,         261,        360,       700,           0,        391,         16836,              50,           2676,      16653,           84,        2627
 184,           267,              85,             64,      1206,         262,        360,       706,           0,        395,         17020,              51,           2724,      16836,           85,        2671
 185,           269,              86,             64,      1233,         260,        368,       713,           0,        396,         17205,              52,           2738,      17020,           86,        2681
 186,           272,              88,             65,      1253,         265,        375,       713,           0,        401,         17391,              52,           2817,      17205,           88,        2794
 187,           274,              89,             71,      1253,         259,        410,       720,           0,        405,         17578,              53,           2834,      17391,           89,        2761
 188,           275,              89,             65,      1264,         261,        407,       731,           0,        413,         17766,              53,           2829,      17578,           89,        2779
 189,           276,              89,             65,      1279,         264,        379,       734,           0,        409,         17955,              53,           2930,      17766,           89,        2800
 190,           277,              89,             66,      1272,         263,        380,       742,           0,        409,         18145,              53,           2883,      17955,           89,        2880
 191,           279,              90,             79,      1266,         269,        407,       746,           0,        413,         18336,              54,           2977,      18145,           90,        2867
 192,           282,              92,             68,      1278,         271,        385,       750,           0,        413,         18528,              54,           2946,      18336,           92,        2887
 193,           286,              95,             69,      1301,         267,        385,       751,           0,        414,         18721,              55,           2974,      18528,           95,        2922
 194,           291,              99,             70,      1297,         274,        387,       758,           0,        468,         18915,              55,           3005,      18721,           99,        2949
 195,           292,              99,             69,      1306,         275,        388,       766,           0,        420,         19110,              55,           3399,      18915,           99,        3266
 196,           293,              99,             76,      1319,         274,        416,       765,           0,        472,         19306,              55,           3246,      19110,           99,        3186
 197,           294,              99,             75,      1313,         273,        414,       769,           0,        448,         19503,              55,           3362,      19306,           99,        3314
 198,           295,              99,             70,      1325,         274,        394,       778,           0,        434,         19701,              55,           3138,      19503,           99,        3153
 199,           296,              99,             82,      1342,         284,        451,       783,           0,        497,         19900,              55,           3166,      19701,           99,        3107
 200,           297,              99,             71,      1351,         283,        401,       783,           0,        433,         20100,              55,           3195,      19900,           99,        3134
 201,           298,              99,             72,      1339,         287,        406,       784,           0,        540,         20301,              55,           3242,      20100,           99,        3161
 202,           300,             100,             72,      1368,         291,        406,       795,           0,        437,         20503,              56,           3255,      20301,          100,        3197
 203,           301,             100,             71,      1386,         294,        413,       803,           0,        454,         20706,              56,           3383,      20503,          100,        3239
 204,           302,             100,             72,      1396,         296,        416,       799,           0,        442,         20910,              56,           3320,      20706,          100,        3296
 205,           303,             100,             73,      1409,         292,        422,       803,           0,        448,         21115,              56,           3472,      20910,          100,        3302
 206,           305,             101,             72,      1422,         292,        421,       806,           0,        445,         21321,              57,           3415,      21115,          101,        3335
 207,           306,             101,             72,      1413,         295,        418,       818,           0,        450,         21528,              57,           3456,      21321,          101,        3403
 208,           309,             103,             73,      1421,         298,        422,       817,           0,        451,         21736,              59,           3473,      21528,          103,        3452
 209,           310,             103,             73,      1439,         303,        427,       821,           0,        454,         21945,              59,           3504,      21736,          103,        3582
 210,           311,             103,             75,      1443,         300,        427,       826,           0,        460,         22155,              59,           3522,      21945,          103,        3455
 211,           312,             103,             74,      1468,         309,        434,       836,           0,        458,         22366,              59,           3557,      22155,          103,        3562
